timestamp,server_id,country,status,filename,error
2026-09-22T17:45:21.919076,43288,Japan,SUCCESS,server_43288.ovpn,
2026-09-22T17:45:22.650000,2126948,Japan,SUCCESS,server_2126948.ovpn,
2026-09-22T17:45:25.467024,3558713,Japan,SUCCESS,server_3558713.ovpn,
2026-09-22T17:45:26.183281,3220544,Spain,SUCCESS,server_3220544.ovpn,
2026-09-22T17:45:26.291146,630443,Japan,SUCCESS,server_630443.ovpn,
2026-09-22T17:45:28.266248,110194,South Korea,SUCCESS,server_110194.ovpn,
2026-09-22T17:45:28.547889,1479803,South Korea,SUCCESS,server_1479803.ovpn,
2026-09-22T17:45:29.091185,343071,Japan,SUCCESS,server_343071.ovpn,
2026-09-22T17:45:30.062154,986540,South Korea,SUCCESS,server_986540.ovpn,
2026-09-22T17:45:31.889898,46780,Japan,SUCCESS,server_46780.ovpn,
2026-09-22T17:45:32.417246,1881905,Japan,SUCCESS,server_1881905.ovpn,
2026-09-22T17:45:32.762875,2268521,South Korea,SUCCESS,server_2268521.ovpn,
2026-09-22T17:45:34.002190,852498,South Korea,SUCCESS,server_852498.ovpn,
2026-09-22T17:45:34.645960,2534057,South Korea,SUCCESS,server_2534057.ovpn,
2026-09-22T17:45:35.094884,951299,European Union,SUCCESS,server_951299.ovpn,
2026-09-22T17:45:38.256487,47044,Japan,SUCCESS,server_47044.ovpn,
2026-09-22T17:45:38.294093,42707,Japan,SUCCESS,server_42707.ovpn,
2026-09-22T17:45:38.643211,138263,Japan,SUCCESS,server_138263.ovpn,
2026-09-22T17:45:39.561083,737472,USA,SUCCESS,server_737472.ovpn,
2026-09-22T17:45:40.427116,959182,South Korea,SUCCESS,server_959182.ovpn,
2026-09-22T17:45:41.135155,48391,South Korea,SUCCESS,server_48391.ovpn,
2026-09-22T17:45:44.192458,95366,South Korea,FAILED,,Failed to load download page (Status: No response)
2026-09-22T17:45:45.900002,48075,South Korea,SUCCESS,server_48075.ovpn,
2026-09-22T17:45:47.119068,1918018,South Korea,SUCCESS,server_1918018.ovpn,
2026-09-22T17:45:47.696183,2204578,Japan,SUCCESS,server_2204578.ovpn,
2026-09-22T17:45:48.175123,952615,South Korea,SUCCESS,server_952615.ovpn,
2026-09-22T17:45:48.938875,962667,South Korea,SUCCESS,server_962667.ovpn,
2026-09-22T17:45:51.422044,1376107,South Korea,SUCCESS,server_1376107.ovpn,
2026-09-22T17:45:53.561048,917187,South Korea,SUCCESS,server_917187.ovpn,
2026-09-22T17:45:55.025325,943840,South Korea,SUCCESS,server_943840.ovpn,
2026-09-22T17:45:55.048432,152226,Japan,SUCCESS,server_152226.ovpn,
2026-09-22T17:45:55.201687,45506,Japan,SUCCESS,server_45506.ovpn,
2026-09-22T17:45:55.777126,72569,South Korea,SUCCESS,server_72569.ovpn,
2026-09-22T17:45:56.020041,43976,Japan,SUCCESS,server_43976.ovpn,
2026-09-22T17:45:59.231955,1781425,South Korea,SUCCESS,server_1781425.ovpn,
2026-09-22T17:46:00.591638,101481,USA,SUCCESS,server_101481.ovpn,
2026-09-22T17:46:00.720548,1214476,Japan,SUCCESS,server_1214476.ovpn,
2026-09-22T17:46:00.993082,2058347,Japan,SUCCESS,server_2058347.ovpn,
2026-09-22T17:46:01.245869,42660,Japan,SUCCESS,server_42660.ovpn,
2026-09-22T17:46:02.306115,47871,South Korea,SUCCESS,server_47871.ovpn,
2026-09-22T17:46:04.289927,101299,Japan,SUCCESS,server_101299.ovpn,
2026-09-22T17:46:06.293870,863347,Japan,SUCCESS,server_863347.ovpn,
2026-09-22T17:46:06.977757,48840,Japan,SUCCESS,server_48840.ovpn,
2026-09-22T17:46:07.423862,113035,South Korea,SUCCESS,server_113035.ovpn,
2026-09-22T17:46:09.226867,1986252,Japan,SUCCESS,server_1986252.ovpn,
2026-09-22T17:46:09.456254,910355,USA,SUCCESS,server_910355.ovpn,
2026-09-22T17:46:10.763800,45159,South Korea,SUCCESS,server_45159.ovpn,
2026-09-22T17:46:12.131309,1383499,Japan,SUCCESS,server_1383499.ovpn,
2026-09-22T17:46:14.312846,311035,Japan,SUCCESS,server_311035.ovpn,
2026-09-22T17:46:14.450881,916837,Japan,SUCCESS,server_916837.ovpn,
2026-09-22T17:46:15.859865,160973,Japan,SUCCESS,server_160973.ovpn,
2026-09-22T17:46:16.627064,53461,Japan,SUCCESS,server_53461.ovpn,
2026-09-22T17:46:17.270538,663991,South Korea,SUCCESS,server_663991.ovpn,
2026-09-22T17:46:18.230638,965954,Japan,SUCCESS,server_965954.ovpn,
2026-09-22T17:46:19.274610,65555,South Korea,SUCCESS,server_65555.ovpn,
2026-09-22T17:46:20.459399,682287,Japan,SUCCESS,server_682287.ovpn,
2026-09-22T17:46:22.745505,1292703,Japan,SUCCESS,server_1292703.ovpn,
2026-09-22T17:46:23.360716,2191216,Japan,SUCCESS,server_2191216.ovpn,
2026-09-22T17:46:23.520716,2002012,Japan,SUCCESS,server_2002012.ovpn,
2026-09-22T17:46:24.670659,710028,South Korea,SUCCESS,server_710028.ovpn,
2026-09-22T17:46:25.081507,47335,South Korea,SUCCESS,server_47335.ovpn,
2026-09-22T17:46:25.295811,182481,Japan,SUCCESS,server_182481.ovpn,
2026-09-22T17:46:31.622850,220707,South Korea,SUCCESS,server_220707.ovpn,
2026-09-22T17:46:31.732590,2815370,Japan,SUCCESS,server_2815370.ovpn,
2026-09-22T17:46:32.172646,2227727,Japan,SUCCESS,server_2227727.ovpn,
2026-09-22T17:46:32.400536,112243,South Korea,SUCCESS,server_112243.ovpn,
2026-09-22T17:46:32.761742,1760893,Japan,SUCCESS,server_1760893.ovpn,
2026-09-22T17:46:33.277712,48666,Japan,SUCCESS,server_48666.ovpn,
2026-09-22T17:46:38.320843,2392571,Croatia (Hrvatska),SUCCESS,server_2392571.ovpn,
2026-09-22T17:46:38.719735,802725,Japan,SUCCESS,server_802725.ovpn,
2026-09-22T17:46:39.351635,914691,Japan,SUCCESS,server_914691.ovpn,
2026-09-22T17:46:39.454693,72563,South Korea,SUCCESS,server_72563.ovpn,
2026-09-22T17:46:41.501419,47681,Japan,SUCCESS,server_47681.ovpn,
2026-09-22T17:46:41.968663,1075423,South Korea,SUCCESS,server_1075423.ovpn,
2026-09-22T17:46:44.843567,54575,South Korea,SUCCESS,server_54575.ovpn,
2026-09-22T17:46:45.466383,2044199,South Korea,SUCCESS,server_2044199.ovpn,
2026-09-22T17:46:46.457261,59361,South Korea,SUCCESS,server_59361.ovpn,
2026-09-22T17:46:48.332758,830830,Japan,SUCCESS,server_830830.ovpn,
2026-09-22T17:46:48.705342,778387,South Korea,SUCCESS,server_778387.ovpn,
2026-09-22T17:46:49.702560,856393,South Korea,SUCCESS,server_856393.ovpn,
2026-09-22T17:46:52.951548,88820,Japan,SUCCESS,server_88820.ovpn,
2026-09-22T17:46:53.325618,985955,South Korea,SUCCESS,server_985955.ovpn,
2026-09-22T17:46:53.413538,2391634,South Korea,SUCCESS,server_2391634.ovpn,
2026-09-22T17:46:54.212782,325080,South Korea,SUCCESS,server_325080.ovpn,
2026-09-22T17:46:54.890655,127841,Japan,SUCCESS,server_127841.ovpn,
2026-09-22T17:46:55.976266,257321,Japan,SUCCESS,server_257321.ovpn,
2026-09-22T17:46:59.615680,123183,Japan,SUCCESS,server_123183.ovpn,
2026-09-22T17:46:59.653189,944940,Japan,SUCCESS,server_944940.ovpn,
2026-09-22T17:46:59.821171,41616,South Korea,SUCCESS,server_41616.ovpn,
2026-09-22T17:46:59.845913,2440351,South Korea,SUCCESS,server_2440351.ovpn,
2026-09-22T17:47:02.204444,153449,South Korea,SUCCESS,server_153449.ovpn,
2026-09-22T17:47:02.228165,86138,Japan,SUCCESS,server_86138.ovpn,
2026-09-22T17:47:08.142256,1549936,Japan,SUCCESS,server_1549936.ovpn,
2026-09-22T17:47:09.593295,951208,South Korea,SUCCESS,server_951208.ovpn,
2026-09-22T17:47:11.482486,1624328,South Korea,SUCCESS,server_1624328.ovpn,
2026-09-22T17:47:11.853115,347900,Japan,SUCCESS,server_347900.ovpn,
2026-09-22T17:47:12.445828,2338187,Japan,SUCCESS,server_2338187.ovpn,
2026-09-22T17:47:13.460419,1479768,South Korea,SUCCESS,server_1479768.ovpn,
2026-09-22T17:47:14.994479,99554,Japan,SUCCESS,server_99554.ovpn,
2026-09-22T17:47:17.960648,1577201,USA,SUCCESS,server_1577201.ovpn,
2026-09-22T17:47:18.288642,57001,Japan,SUCCESS,server_57001.ovpn,
2026-09-22T17:47:19.443359,75090,Japan,SUCCESS,server_75090.ovpn,
2026-09-22T17:47:19.558200,1846148,Russia,SUCCESS,server_1846148.ovpn,
2026-09-22T17:47:22.311642,2243344,USA,SUCCESS,server_2243344.ovpn,
2026-09-22T17:47:22.343804,949051,South Korea,SUCCESS,server_949051.ovpn,
2026-09-22T17:47:24.685387,110442,Japan,SUCCESS,server_110442.ovpn,
2026-09-22T17:47:25.131131,176495,Japan,SUCCESS,server_176495.ovpn,
2026-09-22T17:47:25.957201,98941,Japan,SUCCESS,server_98941.ovpn,
2026-09-22T17:47:26.468499,122270,South Korea,SUCCESS,server_122270.ovpn,
2026-09-22T17:47:27.195562,42538,South Korea,SUCCESS,server_42538.ovpn,
2026-09-22T17:47:28.293383,467599,South Korea,SUCCESS,server_467599.ovpn,
2026-09-22T17:47:30.258348,53089,Japan,SUCCESS,server_53089.ovpn,
2026-09-22T17:47:31.554855,1999922,Japan,SUCCESS,server_1999922.ovpn,
2026-09-22T17:47:31.642311,1721777,South Korea,SUCCESS,server_1721777.ovpn,
2026-09-22T17:47:32.057922,182215,Japan,SUCCESS,server_182215.ovpn,
2026-09-22T17:47:32.946252,67365,Japan,SUCCESS,server_67365.ovpn,
2026-09-22T17:47:33.892392,52347,Australia,SUCCESS,server_52347.ovpn,
2026-09-22T17:47:37.013527,170358,Japan,SUCCESS,server_170358.ovpn,
2026-09-22T17:47:37.254820,68224,USA,SUCCESS,server_68224.ovpn,
2026-09-22T17:47:38.397048,915221,South Korea,SUCCESS,server_915221.ovpn,
2026-09-22T17:47:39.381223,64658,Japan,SUCCESS,server_64658.ovpn,
2026-09-22T17:47:39.416016,910357,South Korea,SUCCESS,server_910357.ovpn,
2026-09-22T17:47:39.827047,3587482,Japan,SUCCESS,server_3587482.ovpn,
2026-09-22T17:47:45.011251,43705,Japan,SUCCESS,server_43705.ovpn,
2026-09-22T17:47:46.206043,676638,Japan,SUCCESS,server_676638.ovpn,
2026-09-22T17:47:46.305726,956600,South Korea,SUCCESS,server_956600.ovpn,
2026-09-22T17:47:46.961836,262619,South Korea,SUCCESS,server_262619.ovpn,
2026-09-22T17:47:47.260192,456701,France,SUCCESS,server_456701.ovpn,
2026-09-22T17:47:47.939336,1794448,USA,SUCCESS,server_1794448.ovpn,
2026-09-22T17:47:52.108265,79168,Japan,SUCCESS,server_79168.ovpn,
2026-09-22T17:47:52.577682,3200329,Japan,SUCCESS,server_3200329.ovpn,
2026-09-22T17:47:52.790811,138493,South Korea,SUCCESS,server_138493.ovpn,
2026-09-22T17:47:53.350163,1799250,South Korea,SUCCESS,server_1799250.ovpn,
2026-09-22T17:47:53.384835,1607320,Japan,SUCCESS,server_1607320.ovpn,
2026-09-22T17:47:53.579214,1868600,Japan,SUCCESS,server_1868600.ovpn,
2026-09-22T17:47:57.384077,62122,Japan,SUCCESS,server_62122.ovpn,
2026-09-22T17:47:57.824993,104701,South Korea,SUCCESS,server_104701.ovpn,
2026-09-22T17:47:57.863847,217952,Japan,SUCCESS,server_217952.ovpn,
2026-09-22T17:47:58.369847,1067970,South Korea,SUCCESS,server_1067970.ovpn,
2026-09-22T17:47:58.897692,761306,Japan,SUCCESS,server_761306.ovpn,
2026-09-22T17:47:59.110956,2353333,France,SUCCESS,server_2353333.ovpn,
2026-09-22T17:48:02.157769,1739227,Japan,SUCCESS,server_1739227.ovpn,
2026-09-22T17:48:03.475771,41985,Japan,SUCCESS,server_41985.ovpn,
2026-09-22T17:48:04.393686,828295,South Korea,SUCCESS,server_828295.ovpn,
2026-09-22T17:48:04.638961,992507,Japan,SUCCESS,server_992507.ovpn,
2026-09-22T17:48:05.135014,1446343,Japan,SUCCESS,server_1446343.ovpn,
2026-09-22T17:48:05.286741,99966,South Korea,SUCCESS,server_99966.ovpn,
2026-09-22T17:48:07.221684,2141431,Russia,SUCCESS,server_2141431.ovpn,
2026-09-22T17:48:09.201053,2144532,Japan,SUCCESS,server_2144532.ovpn,
2026-09-22T17:48:10.347677,101391,Japan,SUCCESS,server_101391.ovpn,
2026-09-22T17:48:10.365385,879611,Japan,SUCCESS,server_879611.ovpn,
2026-09-22T17:48:11.239977,665057,South Korea,SUCCESS,server_665057.ovpn,
2026-09-22T17:48:11.381875,1703856,Japan,SUCCESS,server_1703856.ovpn,
2026-09-22T17:48:12.071007,2405669,Japan,SUCCESS,server_2405669.ovpn,
2026-09-22T17:48:13.733764,2165960,Canada,SUCCESS,server_2165960.ovpn,
2026-09-22T17:48:15.069972,47336,Japan,SUCCESS,server_47336.ovpn,
2026-09-22T17:48:17.005877,911369,Japan,SUCCESS,server_911369.ovpn,
2026-09-22T17:48:17.041162,827605,Japan,FAILED,,Failed to load download page (Status: No response)
2026-09-22T17:48:17.376523,1688695,South Korea,SUCCESS,server_1688695.ovpn,
2026-09-22T17:48:18.099937,143385,Japan,SUCCESS,server_143385.ovpn,
2026-09-22T17:48:19.085931,187307,South Korea,SUCCESS,server_187307.ovpn,
2026-09-22T17:48:20.614846,43948,Japan,SUCCESS,server_43948.ovpn,
2026-09-22T17:48:23.398840,55103,South Korea,SUCCESS,server_55103.ovpn,
2026-09-22T17:48:23.715890,439186,South Korea,SUCCESS,server_439186.ovpn,
2026-09-22T17:48:23.984631,100150,South Korea,SUCCESS,server_100150.ovpn,
2026-09-22T17:48:24.324135,314581,Japan,SUCCESS,server_314581.ovpn,
2026-09-22T17:48:25.051814,58694,South Korea,SUCCESS,server_58694.ovpn,
2026-09-22T17:48:25.737607,121632,South Korea,SUCCESS,server_121632.ovpn,
2026-09-22T17:48:28.216899,144265,Japan,SUCCESS,server_144265.ovpn,
2026-09-22T17:48:28.285557,321510,South Korea,SUCCESS,server_321510.ovpn,
2026-09-22T17:48:28.975576,47843,Japan,SUCCESS,server_47843.ovpn,
2026-09-22T17:48:28.993597,52306,South Korea,SUCCESS,server_52306.ovpn,
2026-09-22T17:48:30.456874,63675,South Korea,SUCCESS,server_63675.ovpn,
2026-09-22T17:48:31.984831,840620,Japan,SUCCESS,server_840620.ovpn,
2026-09-22T17:48:33.823835,124737,Japan,SUCCESS,server_124737.ovpn,
2026-09-22T17:48:34.121699,147499,USA,SUCCESS,server_147499.ovpn,
2026-09-22T17:48:34.266273,670358,South Korea,SUCCESS,server_670358.ovpn,
2026-09-22T17:48:34.776667,100396,Japan,SUCCESS,server_100396.ovpn,
2026-09-22T17:48:35.525002,59312,South Korea,SUCCESS,server_59312.ovpn,
2026-09-22T17:48:37.945780,2934344,South Korea,SUCCESS,server_2934344.ovpn,
2026-09-22T17:48:39.736568,1068990,South Korea,SUCCESS,server_1068990.ovpn,
2026-09-22T17:48:39.777741,2266605,Japan,SUCCESS,server_2266605.ovpn,
2026-09-22T17:48:40.202457,1535618,Japan,SUCCESS,server_1535618.ovpn,
2026-09-22T17:48:40.349557,1328999,Japan,SUCCESS,server_1328999.ovpn,
2026-09-22T17:48:40.754760,1634114,Japan,SUCCESS,server_1634114.ovpn,
2026-09-22T17:48:44.012417,1715694,South Korea,SUCCESS,server_1715694.ovpn,
2026-09-22T17:48:47.134449,75511,Japan,SUCCESS,server_75511.ovpn,
2026-09-22T17:48:47.457093,95814,South Korea,SUCCESS,server_95814.ovpn,
2026-09-22T17:48:47.634766,3562381,Ukraine,SUCCESS,server_3562381.ovpn,
2026-09-22T17:48:48.394434,1457564,USA,SUCCESS,server_1457564.ovpn,
2026-09-22T17:48:48.586656,57703,South Korea,SUCCESS,server_57703.ovpn,
2026-09-22T17:48:49.621992,41458,Ukraine,FAILED,,Failed to load download page (Status: No response)
2026-09-22T17:48:52.672762,1368805,Japan,SUCCESS,server_1368805.ovpn,
2026-09-22T17:48:52.889465,480198,South Korea,SUCCESS,server_480198.ovpn,
2026-09-22T17:48:53.848754,2137918,South Korea,SUCCESS,server_2137918.ovpn,
2026-09-22T17:48:53.934636,1072181,Japan,SUCCESS,server_1072181.ovpn,
2026-09-22T17:48:54.910674,479720,Japan,SUCCESS,server_479720.ovpn,
2026-09-22T17:48:56.452682,3109545,South Korea,SUCCESS,server_3109545.ovpn,
2026-09-22T17:48:57.814681,74404,South Korea,SUCCESS,server_74404.ovpn,
2026-09-22T17:48:58.987325,837526,Japan,SUCCESS,server_837526.ovpn,
2026-09-22T17:48:59.206259,135836,South Korea,SUCCESS,server_135836.ovpn,
2026-09-22T17:48:59.476324,1986997,Finland,SUCCESS,server_1986997.ovpn,
2026-09-22T17:49:00.678608,41511,South Korea,SUCCESS,server_41511.ovpn,
2026-09-22T17:49:03.568006,918250,South Korea,SUCCESS,server_918250.ovpn,
2026-09-22T17:49:05.381267,480485,Japan,SUCCESS,server_480485.ovpn,
2026-09-22T17:49:06.157476,2255660,Japan,SUCCESS,server_2255660.ovpn,
2026-09-22T17:49:06.420324,49218,Japan,SUCCESS,server_49218.ovpn,
2026-09-22T17:49:07.621327,45508,Japan,SUCCESS,server_45508.ovpn,
2026-09-22T17:49:07.995779,2405673,Japan,SUCCESS,server_2405673.ovpn,
2026-09-22T17:49:09.181585,2092982,Japan,SUCCESS,server_2092982.ovpn,
2026-09-22T17:49:10.210757,1568491,South Korea,FAILED,,Failed to load download page (Status: No response)
2026-09-22T17:49:12.281047,1597883,USA,SUCCESS,server_1597883.ovpn,
2026-09-22T17:49:12.437091,99531,Japan,SUCCESS,server_99531.ovpn,
2026-09-22T17:49:12.937482,1930022,South Korea,SUCCESS,server_1930022.ovpn,
2026-09-22T17:49:14.765267,163966,Japan,SUCCESS,server_163966.ovpn,
2026-09-22T17:49:16.612537,151453,South Korea,SUCCESS,server_151453.ovpn,
2026-09-22T17:49:16.807492,1902400,Japan,SUCCESS,server_1902400.ovpn,
2026-09-22T17:49:18.156513,90116,USA,SUCCESS,server_90116.ovpn,
2026-09-22T17:49:19.513412,76829,Japan,SUCCESS,server_76829.ovpn,
2026-09-22T17:49:19.949462,1235935,South Korea,SUCCESS,server_1235935.ovpn,
2026-09-22T17:49:20.822552,46784,Japan,SUCCESS,server_46784.ovpn,
2026-09-22T17:49:21.841658,1987911,South Korea,SUCCESS,server_1987911.ovpn,
2026-09-22T17:49:22.837176,46540,Japan,SUCCESS,server_46540.ovpn,
2026-09-22T17:49:23.519052,42752,Japan,SUCCESS,server_42752.ovpn,
2026-09-22T17:49:25.229525,73176,Japan,SUCCESS,server_73176.ovpn,
2026-09-22T17:49:26.349236,44094,South Korea,SUCCESS,server_44094.ovpn,
2026-09-22T17:49:26.776436,739704,Japan,SUCCESS,server_739704.ovpn,
2026-09-22T17:49:27.583057,2537384,South Korea,SUCCESS,server_2537384.ovpn,
2026-09-22T17:49:28.409354,1181987,South Korea,SUCCESS,server_1181987.ovpn,
2026-09-22T17:49:28.495160,940031,South Korea,SUCCESS,server_940031.ovpn,
2026-09-22T17:49:31.017435,41450,Japan,SUCCESS,server_41450.ovpn,
2026-09-22T17:49:32.474110,1643716,South Korea,SUCCESS,server_1643716.ovpn,
2026-09-22T17:49:32.584755,1372681,South Korea,SUCCESS,server_1372681.ovpn,
2026-09-22T17:49:33.661262,3483576,Japan,SUCCESS,server_3483576.ovpn,
2026-09-22T17:49:33.852393,48145,Japan,SUCCESS,server_48145.ovpn,
2026-09-22T17:49:33.923270,943854,Japan,SUCCESS,server_943854.ovpn,
2026-09-22T17:49:37.262340,41991,Japan,SUCCESS,server_41991.ovpn,
2026-09-22T17:49:39.154113,765311,Japan,SUCCESS,server_765311.ovpn,
2026-09-22T17:49:39.237112,2008217,Japan,SUCCESS,server_2008217.ovpn,
2026-09-22T17:49:39.313707,2233566,USA,SUCCESS,server_2233566.ovpn,
2026-09-22T17:49:39.404053,60468,South Korea,SUCCESS,server_60468.ovpn,
